,tweet_id,datetime,tweet_text,polarity,sentiment,author_id,followers_count,retweet_count,like_count,collection_time,original_tweet_id
7,1455731885389328384,2021-11-02 23:01:42,This is just one example of how drops knowledge daily on PLTR I had the privilege of interviewing Tom about PLTR diving deep into his thesis on PLTR why it is misunderstood amp how this company could play out long term,-0.016666666666666666,negative,1079017963968172034,5403,3,10,2021-11-03 08:46:13,
32,1455733198600773640,2021-11-02 23:06:55,is one of the best YouTube channels to get PLTR information on daily news and updates on the company and stock I had the privilege to sit down and speak with him on his thoughts for Q3 earnings and the future of PLTR,0.2111111111111111,positive,1079017963968172034,5403,1,9,2021-11-03 08:46:13,
22,1455738898718412807,2021-11-02 23:29:34,Yeah I know the potential opportunity loss but I need to dig out funds somewhere and I feel more comfortable sticking with pltr as a long term hodler,0.2125,positive,1447428394891677701,7,0,1,2021-11-03 08:46:13,
18,1455739363350880265,2021-11-02 23:31:25,The biggest mistake is making is building out in communist China This is the only thing that really has me worried about TSLA,0.1,positive,15568860,,0,1,2021-11-03 08:46:13,
19,1455740090987151366,2021-11-02 23:34:18,For long term I have been studying more fundamentals to use in addition to technicals I also have some options strategies I use to make my risk as close to 0 as possible There are ways to essentially have other people pay you to lower your risk,0.065,positive,1261731121609371648,330,0,0,2021-11-03 08:46:13,
16,1455743704640065538,2021-11-02 23:48:40,Boredom selling is a much bigger problem for me than panic selling tbh,0.0,neutral,1435092343594655748,1453,0,13,2021-11-03 08:46:13,
14,1455745023815794693,2021-11-02 23:53:54,gme fcel sofi abvc vuzi chgg tsla spg clx nvax zi plug ntr bttx car dm dm nxpi fubo anet amc amd rig f pltr si fang crwd mos,0.0,neutral,1431485029830385669,136,0,4,2021-11-03 08:46:13,
4,1455747286592598020,2021-11-03 00:02:54,Analysis for 11 03 Ignore the previous tweet ES QQQ NVDA GOOGL AAPL AMD AMZN IWM LCID FUBO TWTR NFLX SHOP FDX ROKU UAL TSLA SNOW PLTR MSFT Watch it,-0.16666666666666666,negative,2997237090,2962,17,35,2021-11-03 08:46:13,
9,1455749891616083969,2021-11-03 00:13:15,I just wrote a letter Write letter to regarding amp their provision of predictive artificial intelligence provided to Israeli military Write one here,-0.35,negative,64232101,284,1,1,2021-11-03 08:46:13,
8,1455751918073126913,2021-11-03 00:21:18,Cathie Wood Sells 10 6M In Palantir And 20M In Pinterest And Loads Up 1 7M In This Supplier Of Elon Musk s SpaceX,0.0,neutral,1455373480883535872,1,0,0,2021-11-03 08:46:13,
0,1455755960593489921,2021-11-03 00:37:22,Visa V bought a crypto punk NFT for 150 000 Around that same time TSLA originally accepted BTC as a payment option for buying vehicles and PLTR bought 50 million in gold bars GLD IAU Alternative assets have gotten popular over the past couple of months,0.18125,positive,1196304745603817472,1256,0,0,2021-11-03 08:46:13,
13,1007006914285170689,2018-06-13 17:08:52,If you ever come across someone that needs help don t hesitate to contact the National Human Trafficking Hotline to report a tip 888 373 7888 Polaris full study,0.175,positive,2175278202,,17,36,2021-11-03 08:46:12,
3,1079418343369723907,2018-12-30 11:46:02,Day 6 of 12Days of TraffickingFacts In 2017 an estimated 1 out of 7 endangered runaways reported to the National Center for Missing and Exploited Children were likely child sex trafficking victims Project,-0.10000000000000002,negative,28075780,,6,4,2021-11-03 08:46:12,
7,1095719712506429441,2019-02-13 11:21:51,What happens when you report human trafficking Tune into the Blue Campaign s Facebook page on Feb 27 at 1pm EST to hear from Project amp about what happens when you call the National Human Trafficking Hotline,0.0,neutral,37699718,,18,21,2021-11-03 08:46:12,
8,1210762839788404737,2019-12-27 22:22:10,awareness month Polaris is a nonprofit organization that works to combat and prevent modern day slavery and human trafficking For the past 10 years Polaris has run the National Human Trafficking Hotline working on some 40 000 cases of trafficking,-0.012499999999999997,negative,1091798266394615808,,13,20,2021-11-03 08:46:12,
12,1217099507596431361,2020-01-14 10:01:49,Attorney General Alan Wilson said the state gets its data and reports from the National Human Trafficking Hotline Polaris Project so the number of calls doesn t always translate to actual victims or cases,0.016666666666666673,positive,20574326,,1,2,2021-11-03 08:46:12,
14,1217567133741092869,2020-01-15 17:00:00,If you suspect human trafficking report it you may be saving a life Call 911 your local police or the National Human Trafficking Hotline at 888 373 7888 Project ChildTrafficking HTAM KeepKidsSafe ProtectChildren,0.0,neutral,848214087536320512,,25,10,2021-11-03 08:46:12,
9,1349365368763117568,2021-01-13 09:39:08,Called the Request phone number or email for the person in charge of trafficking for the Pennsylvania Health Department They gave me the national hotline run by Polaris I m on hold Let s see where this goes,0.0,neutral,1207013174203027458,,4,11,2021-11-03 08:46:12,
2,1374429053105569795,2021-03-23 14:33:16,Polaris a national anti trafficking group known for its staunch opposition to sex work has reportedly removed multiple pages from its website related to massage parlors in the wake of last week s Atlanta shootings Thx,0.0,neutral,710946953849393157,,5,19,2021-11-03 08:46:12,
10,1379117043467890698,2021-04-05 13:01:40,In 2019 the National Human Trafficking Hotline powered by Project identified a total of 11 500 cases of human trafficking Human trafficking and exploitation is happening in every state and city in the USA,0.0,neutral,725816161317724160,,2,4,2021-11-03 08:46:12,
1,1390693756257587200,2021-05-07 11:43:23,Theres nothing more degrading than having someone infantilize an entire industry Puritanical non antitrafficking anti trafficking groups do LESS to stop trafficking than they do to stop sxwrkrs Looking at polaris national women s group,0.11111111111111112,positive,907661150598434821,,0,10,2021-11-03 08:46:12,
11,1410757054113804292,2021-07-01 20:27:46,Reminder that project runs the national human trafficking hotline coordinates with local law enforcement and ICE and tried to fundraise as pro LGBTQ all Pride month while promoting policies that disproportionately harm LGBTQ sex workers,0.0,neutral,954401225365118976,,6,13,2021-11-03 08:46:12,
0,1425850132273242115,2021-08-12 12:02:17,The start of the pandemic resulted in an immediate spike in short term shelter requests to the U S National Human Trafficking Hotline Donate your Wyndham Rewards Points today so we can continue offering this critical resource to survivors in crisis,0.0,neutral,31179862,,10,9,2021-11-03 08:46:12,
26,1436179168224374817,2021-09-10 00:06:11,Why Humanitarians Are Worried About Palantir s New Partnership With the U N The infamous data analytics firm is now working with one of the planet s largest aid organizations What could go wrong FEB 13 2019,-0.26590909090909093,negative,963128695081730048,1447,3,3,2021-11-03 08:46:12,
27,1436179173471440898,2021-09-10 00:06:12,The World Food Programme a United Nations aid agency and the world s largest humanitarian organization addressing hunger and food security announced that it was launching a five year 45 million partnership with the infamous data analytics firm Palantir,-0.35,negative,963128695081730048,1447,3,3,2021-11-03 08:46:12,
6,1448788028848214018,2021-10-14 19:09:17,For anyone that has been affected by trafficking or seem suspicious of a VALID claim please contact Polaris Project in D C They run the Anti National Human Trafficking Hotline,0.0,neutral,101939948,,516,1557,2021-11-03 08:46:12,
4,1452431215752060937,2021-10-24 20:26:01,The National Human Trafficking Hotline received calls about an abandoned car seat being a sex trafficking trap Although completely false such reports will be included in Project s sex trafficking call statistics next year,-0.10000000000000002,negative,971557846490824704,,5,3,2021-11-03 08:46:12,
32,1452579275106832384,2021-10-25 06:14:21,PLTR There s isn t another company with an artificial intelligence driven data mining platform like Palantir It s likely to see sustainable double digit sales and bookings growth for many years to come,-0.024999999999999994,negative,1356214197009457157,,4,94,2021-11-03 08:46:12,
15,1452995180051767298,2021-10-26 09:47:00,The Attorney General of Washington DC is now looking to hold Mark Zuckerberg personally responsible for misleading users about Facebook s data privacy practices reports,0.125,positive,14504859,,4072,17755,2021-11-03 08:46:12,
44,1454782266715082753,2021-10-31 08:08:15,PLTR enough said,0.0,neutral,1378993399844442112,,20,266,2021-11-03 08:46:12,
35,1455009693282324482,2021-10-31 23:11:58,Weekly Watchlist PLTR calls gt 26 73 SQ calls gt 281 56 WMT calls gt 150 46 Earnings Bullish CAR EXPI OXY ETSY COIN SQ NET Bearish FSLY ROKU 40 likes for a Thursday and Lotto Friday list,0.0,neutral,1103945484,,4,27,2021-11-03 08:46:12,
45,1455362199627522054,2021-11-01 22:32:42,I just wrote a letter Write letter to regarding amp their provision of predictive artificial intelligence provided to Israeli military Write one here,-0.35,negative,237473705,27,3,1,2021-11-03 08:46:12,
39,1455598272882438150,2021-11-02 14:10:46,This is a very important decision We must continue having a public discussion about the societal implications of this technology,0.26,positive,20643907,,33,320,2021-11-03 08:46:12,
28,1455645519221440513,2021-11-02 17:18:31,Glad to see TSLA stonk take a breather today Still up 50 in a month,0.5,positive,31263848,,35,1154,2021-11-03 08:46:12,
43,1455678231751712770,2021-11-02 19:28:30,4 year old Cleo Smith was found alive and well early in the morning on 3 November 2021 Details,0.10000000000000002,positive,159351411,,166,1677,2021-11-03 08:46:12,
41,1455688317098364928,2021-11-02 20:08:34,There was an interesting intermezzo on the GamerGate with Thiel,0.5,positive,263838682,,0,1,2021-11-03 08:46:12,
38,1455693116040794114,2021-11-02 20:27:38,Does anyone believe Facebook will really delete those face recognition templates as in nobody will keep a copy anywhere delete,0.2,positive,106234268,,71,593,2021-11-03 08:46:12,
24,1455729013306052615,2021-11-02 22:50:17,Retail investors won t be sleeping tonight Too much HYPE AMC GME AMC GME,0.2,positive,2459883817,,82,782,2021-11-03 08:46:12,
34,1455768069511471104,2021-11-03 01:25:29,Hey Anon i want you to succeed so let me give you this advice assume everything is psyops Also this is psyops That was psyops too,0.0,neutral,1371165914629087235,,4,39,2021-11-03 08:46:12,
30,1455768357664223233,2021-11-03 01:26:37,I have BTC but I am very bullish on ETH,0.2,positive,1689516060,,10,441,2021-11-03 08:46:12,
29,1455770095301455873,2021-11-03 01:33:32,I fell for psyops and bought some PLTR earlier this year,0.0,neutral,27695459,3595,1,1,2021-11-03 08:46:12,
17,1455777102855168007,2021-11-03 02:01:23,I have tsla but I m very bullish on pltr,0.2,positive,22479969,20,1,5,2021-11-03 08:46:12,
21,1455780968178982917,2021-11-03 02:16:44,11 3 Watchlist FDX Call gt 237 Put lt 235 PLTR Call gt 26 75 Put lt 25 9 MU Call gt 71 2 Put lt 69 57 ABNB Call gt 175 Put lt 170 55 Good luck trading,0.7,positive,1421144428547231745,69,1,0,2021-11-03 08:46:12,
22,1455780988664041473,2021-11-03 02:16:49,PLTR ATH very soon,0.2,positive,1311244198339805186,278,1,2,2021-11-03 08:46:12,
23,1455783300983840768,2021-11-03 02:26:00,SweepCast alerted PLTR with Unusual Options Activity on 27 CALL Expiring 09 16 2022 worth 29K Start Using SweepCast,0.25,positive,1259585761529131008,897,1,0,2021-11-03 08:46:12,
25,1455784912175316996,2021-11-03 02:32:24,PLTR Z ROKU NVCR PINS New patents got granted today,0.13636363636363635,positive,366972389,475,1,2,2021-11-03 08:46:12,
5,1455792452212703232,2021-11-03 03:02:22,PLTR actively recruiting for the below role just recently since last one week Looks like something new coming,0.0007575757575757555,positive,1299916382084063232,276,1,9,2021-11-03 08:46:12,
24,1126713982801174528,2019-05-10 01:02:01,If anyone sees signs of sex trafficking please reach out These are both local and national hotlines Project,0.0,neutral,2945919936,,3,4,2021-11-03 08:46:10,
28,1215675035135959040,2020-01-10 11:41:29,January is HumanTraffickingAwarenessMonth The link between human trafficking and sexual violence cannot be ignored The National Human Trafficking Hotline operated by Project is confidential and available 24 7 at 1 888 373 7888,0.225,positive,1633984034,,16,11,2021-11-03 08:46:10,
26,1222585435735625731,2020-01-29 13:20:57,Anti human trafficking groups refuse to attend Ivanka Trump s WH summit Polaris the non profit org that runs the national human trafficking hotline and the leader of Freedom Network USA the country s largest anti trafficking coalition,0.0,neutral,751031312648171520,,18,37,2021-11-03 08:46:10,
27,1288918838315278336,2020-07-30 15:26:12,The National Human Trafficking Hotline responds to those who need help amp watchful citizens who want to report Project WorldDayAgainstTraffickinginPersons,0.0,neutral,2963960540,,6,9,2021-11-03 08:46:10,
25,1367152961948839936,2021-03-03 11:40:41,Will anyone ever point out that all these studies placing Nevada in the alleged top 10 overly rely on the same two unvetted sources Polaris and the National Trafficking Hotline are religious based organizations that want to end all sex work and use anecdotal evidence at best,0.27999999999999997,positive,116387933,,3,13,2021-11-03 08:46:10,
16,1407710821312995340,2021-06-23 10:43:08,random thoughts palantir is a mission critical graph database while pipe is a modern bill discounting platform cred is well positioned for affirm and klarna like consumer financing while fb will soon venture out into b2b space through numerous acquisitions under a new brand xD,-0.03272727272727273,negative,1273636005937963009,83,1,0,2021-11-03 08:46:10,
22,1450481426323972108,2021-10-19 11:18:15,vxv In relation to A I related companies that are outside of the cryptocurrency space there exists companies such as Nvidia 350 billion market cap Palantir 28 billion market cap Alphabet 1 3 trillion market cap and SAS 10 7 billion market cap,0.0,neutral,351763603,34,1,0,2021-11-03 08:46:10,
29,1452984464049647616,2021-10-26 09:04:26,PLTR 6 In 2012 Palantir partnered with Project which operated the National Human Trafficking Res Center amp Hotline Within a few weeks it had created software that streamlined Polaris network of resources into a single dashboard for call specialists to use,-0.09285714285714286,negative,1356214197009457157,1603,0,13,2021-11-03 08:46:10,
19,1455343580936028160,2021-11-01 21:18:43,I just wrote a letter Write letter to regarding amp their provision of predictive artificial intelligence provided to Israeli military Write one here,-0.35,negative,253382876,,1,0,2021-11-03 08:46:10,
0,1455518911902863364,2021-11-02 08:55:25,PLTR Continues to act well prior to its earnings on Nov 9th Resistance to clear 26 75 27 50,0.05000000000000001,positive,3270306985,,1,18,2021-11-03 08:46:10,
9,1455672148442312709,2021-11-02 19:04:19,What are you thoughts going into earnings Full Hodl or some tactical trimming We are long 3 position after TSLA AAPL,0.15,positive,20926151,,0,0,2021-11-03 08:46:10,
11,1455684307398184961,2021-11-02 19:52:38,Night vision suppressors and helicopters is what this problem requires,0.0,neutral,1381482967348826113,,0,1,2021-11-03 08:46:10,
12,1455696404517621760,2021-11-02 20:40:43,ARKK added 288 813 of Z today Are you buying Zillow Group on the drop,0.0,neutral,1129416537411137541,,0,9,2021-11-03 08:46:10,
23,1455795630056615941,2021-11-03 03:15:00,APPL BB PLTR PSTH ETSY Not only do you get alerts from top traders at Xtrades net but you can alert your own trades have the bot our record it and see how your results compare Visit now and enjoy 20 days free trial Try just one time,0.31666666666666665,positive,1409166238358462469,1,1,0,2021-11-03 08:46:10,
3,1455800760180953093,2021-11-03 03:35:23,PLTR Looks like PLTR partnering with some new companies to accelerate the commercial market Nice going,0.24545454545454545,positive,1299916382084063232,,8,57,2021-11-03 08:46:10,
18,1455812973033820161,2021-11-03 04:23:55,Squid Game crypto token cost one Shanghai investor his life savings of 28 000 after coin plunged to near zero Feeding on pigeons cryptos just a gigantic scam orchestrated by billionaires TWTR PLTR SQ TSLA,-0.15000000000000002,negative,964372705,586,2,1,2021-11-03 08:46:10,
1,1455842422982787072,2021-11-03 06:20:56,OCGN GME PLTR Massive Alerts I ve made 80 500 by their alerts Big thanks to this chat room Make as much as you want PLTR Bullish OCGN GME,0.1,positive,1353867767531843584,209,2,1,2021-11-03 08:46:10,
2,1455842507900825608,2021-11-03 06:21:16,Who remembers this gem PLTR,0.0,neutral,951942490868862976,78,5,18,2021-11-03 08:46:10,
5,1455844024313602048,2021-11-03 06:27:18,PLTR Daniel Pearl was in Pakistan in 2002 investigating the alleged links between Richard Reid the shoe bomber and Al Qaeda May his soul rest forever in peace amp God bless his family,-0.1,negative,1356214197009457157,1603,1,8,2021-11-03 08:46:10,
6,1455844849970733058,2021-11-03 06:30:35,LILM demo vid Not computer generated The real thing Looks promising PLTR,0.2,positive,1256375782412337152,268,1,2,2021-11-03 08:46:10,
28,1449733445597401089,2021-10-17 09:46:02,i m tired of the gestures broadly at everything skit i am pointing my finger specifically at ExxonMobil Facebook Palantir and Mitch McConnell,-0.16875,negative,1000929159013650433,,22,123,2021-11-03 08:46:09,
6,1454636362481614852,2021-10-30 22:28:29,PLUG Block Deals FCEL Block Deals PLTR Block Deals LCID Block Deals F Block Deals SNDL Block Deals,0.0,neutral,1398562566603898882,15769,8,5,2021-11-03 08:46:09,
11,1455537335525904392,2021-11-02 10:08:38,Watch list for today WISH Holiday shopping is picking up Earnings next week MMAT MONSTER Earnings next week It s giving 6 today or by EOW META METAVERSE ETF Not FB will be giving a breakdown of this marvelous ETF PLTR Nearing a breakout or a reversal,0.3333333333333333,positive,223195471,,1,10,2021-11-03 08:46:09,
25,1455573685528637441,2021-11-02 12:33:04,go tell them that ask them for a debate or something really cheap dragging their name and image like that I mean arent u the one kept going on about bear market by November u dont see folks trashing u for that missed information,0.04375000000000001,positive,898397241764757506,,0,0,2021-11-03 08:46:09,
15,1455712470316711938,2021-11-02 21:44:33,Okland MD Thanks for posting that,0.2,positive,1431651224160378885,,0,1,2021-11-03 08:46:09,
24,1455738152702791683,2021-11-02 23:26:36,I know ppl are very exciting about the TSLA stonk price spikes recently including myself but one of the biggest reason that driving this spike is gamma squeeze So please be aware and don t do any unnecessary short term trades that might cause damage to ur portfolio,0.048,positive,1689516060,,16,560,2021-11-03 08:46:09,
16,1455744521291980805,2021-11-02 23:51:54,SDC looks really good for tomorrow interested to see if it can hold 200 MA on the 1 hr Good find by trading been on fire with his calls watchlist,0.5499999999999999,positive,1328221233696018433,,1,6,2021-11-03 08:46:09,
4,1455835294679318533,2021-11-03 05:52:37,LCID Lucid Is Undervalued as It Ramps Up Vehicle Production,0.0,neutral,899658824872849409,,7,26,2021-11-03 08:46:09,
21,1455838688542445568,2021-11-03 06:06:06,2021 11 02 Raymond James amp Associates has filed a 13F HR form disclosing ownership of 828 844 shares of PLTR as of 2021 09 30 This represents a change in shares of 21 77,0.0,neutral,30854697,,1,7,2021-11-03 08:46:09,
26,1455852443057618947,2021-11-03 07:00:45,When I was novice I made a lot of mistakes then I came to know about this C0mmunity NVDA TWTR PLTR CCIV NIO AMC GME SNAP,0.0,neutral,1323916813684543489,,1,0,2021-11-03 08:46:09,
10,1455852595734630412,2021-11-03 07:01:21,Thanks TSLA AAPL AMC ARKK MSFT QQQ and UPST are my favorite and most frequently used for puts and calls,0.325,positive,1360951709145661449,,1,1,2021-11-03 08:46:09,
27,1455852738911289352,2021-11-03 07:01:56,FGF is gonna be a fucking monster mark my words Bitcoin stockstowatch premarket WISH GME PLTR AMC,-0.6,negative,1425294117735702528,,1,2,2021-11-03 08:46:09,
19,1455859178602483714,2021-11-03 07:27:31,PLTR FDA FDA 15 m,0.0,neutral,1356214197009457157,1603,7,42,2021-11-03 08:46:09,
22,1455861002722029582,2021-11-03 07:34:46,Thank you for sharing brother,0.0,neutral,1356214197009457157,1603,0,8,2021-11-03 08:46:09,
17,1455864413928427521,2021-11-03 07:48:19,People who trade on fed rate decision Wednesdays amp into multiple trading days until dust settles are mostly gamblers amp degenerates BBBY AAPL TSLA NVDA SPY GDX AMD PLTR,0.25,positive,1438129211517120514,16,1,1,2021-11-03 08:46:09,
1,1455864489304231939,2021-11-03 07:48:37,PLTR Palantir 14 813 734 FDA contract,0.0,neutral,776723107,138,1,12,2021-11-03 08:46:09,
5,1455869298786721805,2021-11-03 08:07:44,PLUG Block Deals FCEL Block Deals PLTR Block Deals LCID Block Deals F Block Deals SNDL Block Deals,0.0,neutral,1398562566603898882,15769,1,1,2021-11-03 08:46:09,
14,1455871473613086722,2021-11-03 08:16:22,You are wrong I DO care,-0.5,negative,776723107,138,0,0,2021-11-03 08:46:09,
9,1455872727806525441,2021-11-03 08:21:21,The longer the consolidation the bigger the next leg up,0.0,neutral,955819786616926214,546,0,2,2021-11-03 08:46:09,
8,1455874002220638215,2021-11-03 08:26:25,Joe Yup 62 is on my charts for the next leg up PLTR,0.0,neutral,1374129841646272515,188,0,3,2021-11-03 08:46:09,
0,1455878548275798022,2021-11-03 08:44:29,LCID GoldenCross should form Friday or Monday Boom SPREAD THE WORD BREAKOUTSTOCKS shortsqueeze ALGN DWAC PHUN GME BENE AMC BBIG SPY PROG PLUG SKLZ NIO TSLA CEI WISH TLRY PLTR SOFI DATS OCGN RIOT COIN NFLX BKKT BBBY LCID IRNT,0.0,neutral,2402504683,923,1,0,2021-11-03 08:46:09,
